name,img,price,price_for,room_type,beds,rating,rating_title,number_of_ratings,url
Hotel City Grand Ella,https://cf.bstatic.com/xdata/images/hotel/square200/154952546.webp?k=e90ec08c456c0fb25cb5a98b8daf17dd7157c5ed9af6c800a114f8704af74806&o=," 3,182","1 night, 1 adult",Budget Double Room,1 double bed,7.7,Good,916 reviews,https://www.booking.com/hotel/lk/city-grand.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=167686307_265501569_1_41_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=80&highlighted_blocks=167686307_265501569_1_41_0&hpos=5&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=167686307_265501569_1_41_0__1614&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Racy Nature Cottage,https://cf.bstatic.com/xdata/images/hotel/square200/209470969.webp?k=45f9588cca3f632e17b1d40378b5c2c7a9e82db547caf97364d9324a9d2cdca2&o=," 3,989","1 night, 1 adult",One-Bedroom Villa,2 large double beds,9.9,Exceptional,22 reviews,https://www.booking.com/hotel/lk/racy-nature-cottage.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=483575901_164241686_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=81&highlighted_blocks=483575901_164241686_1_1_0&hpos=6&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=483575901_164241686_1_1_0__2025&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Villa Eden Paradise,https://cf.bstatic.com/xdata/images/hotel/square200/127844111.webp?k=aed23515c42693ecf988d7fe2c1c7228e9f53804cf51e1d906ddfc811a625aa1&o=," 5,577","1 night, 1 adult",Standard Double Room,1 large double bed,8.7,Fabulous,307 reviews,https://www.booking.com/hotel/lk/eden-paradise-inn.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=138243804_173904715_2_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=82&highlighted_blocks=138243804_173904715_2_2_0&hpos=7&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=138243804_173904715_2_2_0__2831&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Grand Peak Hotel Ella,https://cf.bstatic.com/xdata/images/hotel/square200/239455823.webp?k=0ab9623e539705d866863a1d250f78bb46e98ac60be9e3fa4ce47b757d86945c&o=," 4,925","1 night, 1 adult",Budget Double Room,1 large double bed,8,Very good,131 reviews,https://www.booking.com/hotel/lk/ella-grand-peak.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=116830720_265586742_0_42_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=83&highlighted_blocks=116830720_265586742_0_42_0&hpos=8&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=116830720_265586742_0_42_0__2500&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Gleam Homestay,https://cf.bstatic.com/xdata/images/hotel/square200/176842325.webp?k=ddd2ea42023380a560ced292df2072c41eb4d108d2ab758aef7fa51d7fb552d5&o=," 3,940","1 night, 1 adult",Deluxe Family Room,"2 beds
(1 double, 1 large double)",8.8,Fabulous,45 reviews,https://www.booking.com/hotel/lk/gleam-homestay-ella1234.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=252564902_196266056_4_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=84&highlighted_blocks=252564902_196266056_4_1_0&hpos=9&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=252564902_196266056_4_1_0__2000&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Ella Peace Heaven,https://cf.bstatic.com/xdata/images/hotel/square200/266307179.webp?k=fafa1c94d91f4fb5db00157433c12cf992c3ec4f2e95a9da6d71e2baf0dfc93a&o=," 3,723","1 night, 1 adult",Family Room with Mountain View,3 single beds,9.3,Superb,91 reviews,https://www.booking.com/hotel/lk/ella-peace-heaven.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=440182203_243342203_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=85&highlighted_blocks=440182203_243342203_1_1_0&hpos=10&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=440182203_243342203_1_1_0__1890&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Rawana Fall View Guest House,https://cf.bstatic.com/xdata/images/hotel/square200/153441751.webp?k=64b0dc3f94627fe75d30b27cc4ac7393a0a094737a4b254c94d7a01265b19131&o=," 5,615","1 night, 1 adult",Double Room with Balcony,1 double bed,8.1,Very good,297 reviews,https://www.booking.com/hotel/lk/rawana-fall-view-guest-house.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=127716501_256123315_2_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=86&highlighted_blocks=127716501_256123315_2_2_0&hpos=11&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=127716501_256123315_2_2_0__2850&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Ella Lucky Panoramic,https://cf.bstatic.com/xdata/images/hotel/square200/243456541.webp?k=6f677129476a3bee0a25a70288ce135c0d6c4ac0a02b084ef94af6c34fa4c852&o=," 2,955","1 night, 1 adult",Budget Single Room,1 single bed,9.2,Superb,41 reviews,https://www.booking.com/hotel/lk/ella-lucky-panoramic.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=450916403_136490458_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=87&highlighted_blocks=450916403_136490458_1_1_0&hpos=12&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=450916403_136490458_1_1_0__1500&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Royal Vantage,https://cf.bstatic.com/xdata/images/hotel/square200/82090121.webp?k=80f4aaafa473973815831b137a50f280e6b6c6c1560499ae0fed15ba1cb5e2e9&o=," 2,482","1 night, 1 adult",Deluxe Double Room,1 extra-large double bed,9.4,Superb,156 reviews,https://www.booking.com/hotel/lk/royal-vantage.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=199793803_251236359_1_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=89&highlighted_blocks=199793803_251236359_1_2_0&hpos=14&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=199793803_251236359_1_2_0__1260&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Nature Relax,https://cf.bstatic.com/xdata/images/hotel/square200/154290978.webp?k=5d4234ae2965cf5b4f6143871d673c4ebb93d8b56386637722001686ab17adb9&o=," 3,940","1 night, 1 adult",Double Room with Park View,1 double bed,9.4,Superb,102 reviews,https://www.booking.com/hotel/lk/nature-relax.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=383514701_121186356_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=90&highlighted_blocks=383514701_121186356_1_1_0&hpos=15&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=383514701_121186356_1_1_0__2000&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Guest Inn Avendra,https://cf.bstatic.com/xdata/images/hotel/square200/258183199.webp?k=5e1cdfaa2b3a429b67d30f18b2af62a13a2761dd1673c4ddae527fb4128d05a2&o=," 3,349","1 night, 1 adult",Villa,1 large double bed,9.5,Exceptional,108 reviews,https://www.booking.com/hotel/lk/guest-inn-avendra.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=214732303_295461628_1_41_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=91&highlighted_blocks=214732303_295461628_1_41_0&hpos=16&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=214732303_295461628_1_41_0__1700&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Shadow Inn Guest House,https://cf.bstatic.com/xdata/images/hotel/square200/199402910.webp?k=266c3d496465a09104add23c5d4f99d1571284fd7aeae8e0c28473561f835eca&o=," 4,531","1 night, 1 adult",Twin Room with Balcony,2 single beds,8.2,Very good,40 reviews,https://www.booking.com/hotel/lk/shadowinn.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=113718313_201020758_1_41_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=92&highlighted_blocks=113718313_201020758_1_41_0&hpos=17&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=113718313_201020758_1_41_0__2300&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Solitary Resort,https://cf.bstatic.com/xdata/images/hotel/square200/133328008.webp?k=faa9ecfa495af27d6b95d01c585f48828b1e50f58a467733630f8807364adf5c&o=," 4,167","1 night, 1 adult",Deluxe Double Room,1 large double bed,9.5,Exceptional,80 reviews,https://www.booking.com/hotel/lk/solitary-resort-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=286193201_174192383_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=93&highlighted_blocks=286193201_174192383_1_1_0&hpos=18&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=286193201_174192383_1_1_0__2115&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Welcome Inn,https://cf.bstatic.com/xdata/images/hotel/square200/72719513.webp?k=8a06f18ac438296f52beb18b5fc805e2166b30b019984841a5c936eafc2632f5&o=," 2,561","1 night, 1 adult",Budget Double Room with Ella rock view,1 double bed,9.6,Exceptional,139 reviews,https://www.booking.com/hotel/lk/welcome-inn.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=166444401_159446469_1_41_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=94&highlighted_blocks=166444401_159446469_1_41_0&hpos=19&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=166444401_159446469_1_41_0__1300&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Poomaz Peace Palace,https://cf.bstatic.com/xdata/images/hotel/square200/284600735.webp?k=b93566ec88704bdaf1ce23da0687dc38fc34e858559e8c7d784618a388c791cf&o=," 4,925","1 night, 1 adult",Deluxe Double or Twin Room,Beds: 1 double or 2 singles,9.6,Exceptional,207 reviews,https://www.booking.com/hotel/lk/poomaz-peace-palace.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=436013601_251033524_1_33_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=95&highlighted_blocks=436013601_251033524_1_33_0&hpos=20&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=436013601_251033524_1_33_0__2500&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Tunnel Gap Homestay,https://cf.bstatic.com/xdata/images/hotel/square200/133045340.webp?k=65c459d003ab33f51457e45eae6463972645bc985af1b7647d742ae49ca4266f&o=," 1,808","1 night, 1 adult",Double Room,1 double bed,9,Superb,285 reviews,https://www.booking.com/hotel/lk/tunnel-gap-resort-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=145565003_265528095_1_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=96&highlighted_blocks=145565003_265528095_1_2_0&hpos=21&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=145565003_265528095_1_2_0__918&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Ever Green Mount,https://cf.bstatic.com/xdata/images/hotel/square200/200320346.webp?k=9d042354d7ef69690bd39d8465461d2a1a0dbc674c36edb34585d051a3556518&o=," 4,925","1 night, 1 adult",Double Room with Mountain View,1 extra-large double bed,9.6,Exceptional,113 reviews,https://www.booking.com/hotel/lk/ever-green-mount.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=435260501_130542734_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=97&highlighted_blocks=435260501_130542734_1_1_0&hpos=22&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=435260501_130542734_1_1_0__2500&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Pearl View Guesthouse,https://cf.bstatic.com/xdata/images/hotel/square200/180118716.webp?k=57b981324818fba1480ffc16283b349d1d489d5cb8ed8db23a0de92754c62649&o=," 3,156","1 night, 1 adult",Deluxe Double Room with Balcony & Ella Rock View,1 extra-large double bed,9,Superb,296 reviews,https://www.booking.com/hotel/lk/purl-view-guesthouse.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=215141705_265532738_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=98&highlighted_blocks=215141705_265532738_1_1_0&hpos=23&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=215141705_265532738_1_1_0__1602&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Rock view ella,https://cf.bstatic.com/xdata/images/hotel/square200/281618847.webp?k=c3fd424cb11236d417dbda7ff98011ae078b62d59522a1a3f028eb74ca73cc8c&o=," 1,182","1 night, 1 adult",Bunk Bed in Mixed Dormitory Room,1 single bed,8.5,Very good,12 reviews,https://www.booking.com/hotel/lk/rock-view-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=698887106_288001774_1_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=99&highlighted_blocks=698887106_288001774_1_2_0&hpos=24&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=698887106_288001774_1_2_0__600&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Samadhi Guest Inn Ella,https://cf.bstatic.com/xdata/images/hotel/square200/116377947.webp?k=31e716a73c99abd081e7d542b058052c0eb41619ec0aa8a5b8b7e347488c3ae5&o=," 5,910","1 night, 1 adult",Deluxe Double Room with City View,1 extra-large double bed,9.5,Exceptional,14 reviews,https://www.booking.com/hotel/lk/samadhi-guest-inn-ella-ellaa.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=bd80343f547514fb6bf9abf3f3e79302&all_sr_blocks=88966404_190356176_2_0_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=100&highlighted_blocks=88966404_190356176_2_0_0&hpos=25&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=88966404_190356176_2_0_0__3000&srepoch=1621576328&srpvid=706e2943ab26012c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Hotel Casa Ella,https://cf.bstatic.com/xdata/images/hotel/square200/155262970.webp?k=4bdc928bb80f79161318ba50f55e28954ba010749c6a64878ddeda561dde4236&o=," 5,910","1 night, 1 adult",Double Room with Mountain View,1 extra-large double bed,8.8,Fabulous,94 reviews,https://www.booking.com/hotel/lk/ella-mountain-panorama.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=224050201_98733804_0_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=101&highlighted_blocks=224050201_98733804_0_1_0&hpos=1&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=224050201_98733804_0_1_0__3000&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v14FAVQObJ&from=searchresults;highlight_room=#hotelTmpl
Golden View Guest,https://cf.bstatic.com/xdata/images/hotel/square200/244704180.webp?k=86316481a31c717e5505cbd95ce7c053453c5f37ea5c25f18f3fa3ee1169fc51&o=," 3,885","1 night, 1 adult",Deluxe Double Room with Balcony & Ella Rock View,1 large double bed,8.8,Fabulous,388 reviews,https://www.booking.com/hotel/lk/golden-view-guest.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=135189002_103620847_1_34_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=102&highlighted_blocks=135189002_103620847_1_34_0&hpos=2&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=135189002_103620847_1_34_0__1972&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v1y_S_oCwT&from=searchresults;highlight_room=#hotelTmpl
Dolape Villa,https://cf.bstatic.com/xdata/images/hotel/square200/259843036.webp?k=c834ee352f84106194b7eebdc4145b3ff9148c6858ea98e3d37cbcec2a83af93&o=," 1,970","1 night, 1 adult",Budget Double Room,1 futon bed,9.6,Exceptional,8 reviews,https://www.booking.com/hotel/lk/dolape-villa.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=605587701_237467911_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=103&highlighted_blocks=605587701_237467911_1_1_0&hpos=3&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=605587701_237467911_1_1_0__1000&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v1b1KyJUnn&from=searchresults;highlight_room=#hotelTmpl
"Ella, Nine Arch Holiday Resort",https://cf.bstatic.com/xdata/images/hotel/square200/156750589.webp?k=5ea08fe3da92ee4d31edc8ed87c7046469776f92d65e1daf983b8c2a88591a31&o=," 3,940","1 night, 1 adult",Triple Room with Private External Bathroom,3 single beds,8.4,Very good,73 reviews,https://www.booking.com/hotel/lk/nine-arch-holiday-resort.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=391872604_192061435_0_42_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=104&highlighted_blocks=391872604_192061435_0_42_0&hpos=4&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=391872604_192061435_0_42_0__1999&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v1GI1Cknl4&from=searchresults;highlight_room=#hotelTmpl
